class,family,genus,species,subSpecies,scientificName,CW,WI,CS,CE,AW,AN,CC,HL,EP,GW,GE,Ic,FN,SF,KP,UN,YG,Tm,Ao,Kh,YK,A,B,C,D,E,N,arcticOccurence,arcticEndemicSpeciesAE,borderline,introduced,naturalized,nonNativeStableCasual,stableCasual,nativeCasual,paf,genusCount,familyCount
Angiospermae,Araceae,Calla,"","",Calla  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1601,"",""
Angiospermae,Araceae,Calla,palustris,"",Calla palustris ,-,-,-,-,r,r,r,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Araceae,Lemna,"","",Lemna  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1602,"",""
Angiospermae,Araceae,Lemna,minor,"",Lemna minor ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",3,""
Angiospermae,Araceae,Lemna,turionifera,"",Lemna turionifera ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Araceae,Lemna,trisulca,"",Lemna trisulca ,-,-,-,-,r,r,r,r,-,-,-,-,-,-,s,r,-,r,-,-,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Tofieldiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
Angiospermae,Tofieldiaceae,Tofieldia,"","",Tofieldia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1701,"",""
Angiospermae,Tofieldiaceae,Tofieldia,pusilla,"",Tofieldia pusilla ,s,-,s,-,s,f,f,f,-,f,f,f,f,r,f,s,r,r,r,f,r,-,-,R,F,F,F,1,"","","","","","","","",2,""
Angiospermae,Tofieldiaceae,Tofieldia,coccinea,"",Tofieldia coccinea ,s,-,f,f,f,f,s,s,r,s,s,-,-,-,-,s,f,f,f,f,s,-,-,R,S,F,F,1,"","","","","","","","","",""
Angiospermae,Tofieldiaceae,Triantha,"","",Triantha  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1702,"",""
Angiospermae,Tofieldiaceae,Triantha,glutinosa,"",Triantha glutinosa ,-,-,-,-,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Butomaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Butomaceae,Butomus,"","",Butomus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1801,"",""
Angiospermae,Butomaceae,Butomus,umbellatus,"",Butomus umbellatus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,b,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Alismataceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
Angiospermae,Alismataceae,Alisma,"","",Alisma  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1901,"",""
Angiospermae,Alismataceae,Alisma,plantago–aquati,"",Alisma plantago–aquati ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,?,r,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",3,""
Angiospermae,Alismataceae,Alisma,triviale,"",Alisma triviale ,-,-,-,-,r,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Alismataceae,Alisma,lanceolatum,"",Alisma lanceolatum ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Alismataceae,Sagittaria,"","",Sagittaria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1902,"",""
Angiospermae,Alismataceae,Sagittaria,cuneata,"",Sagittaria cuneata ,-,-,-,-,-,-,b,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",2,""
Angiospermae,Alismataceae,Sagittaria,natans,"",Sagittaria natans ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","","",""
Angiospermae,Scheuchzeriaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Scheuchzeriaceae,Scheuchzeria,"","",Scheuchzeria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2001,"",""
Angiospermae,Scheuchzeriaceae,Scheuchzeria,palustris,americanus,Scheuchzeria palustris americanus,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Juncaginaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
Angiospermae,Juncaginaceae,Triglochin,"","",Triglochin  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2101,"",""
Angiospermae,Juncaginaceae,Triglochin,maritima,"",Triglochin maritima ,?,-,-,?,r,r,r,s,-,-,-,r,s,-,s,-,-,r,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",2,""
Angiospermae,Juncaginaceae,Triglochin,palustris,"",Triglochin palustris ,-,-,r,s,s,r,r,s,-,s,r,f,s,-,f,s,-,b,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Ruppiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
Angiospermae,Ruppiaceae,Ruppia,"","",Ruppia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2201,"",""
Angiospermae,Ruppiaceae,Ruppia,maritima,"",Ruppia maritima ,-,-,-,r,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",2,""
Angiospermae,Ruppiaceae,Ruppia,cirrhosa,"",Ruppia cirrhosa ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Zosteraceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Zosteraceae,Zostera,"","",Zostera  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2301,"",""
Angiospermae,Zosteraceae,Zostera,angustifolia,"",Zostera angustifolia ,-,-,?,r,r,-,-,?,-,r,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Potamogetonaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26
Angiospermae,Potamogetonaceae,Potamogeton,"","",Potamogeton  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2401,"",""
Angiospermae,Potamogetonaceae,Potamogeton,natans,"",Potamogeton natans ,-,-,-,-,-,-,-,b,-,r,-,r,-,-,r,r,r,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",19,""
Angiospermae,Potamogetonaceae,Potamogeton,epihydrus,"",Potamogeton epihydrus ,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,gramineus,"",Potamogeton gramineus ,-,-,-,-,r,r,r,r,-,s,-,s,r,-,s,r,r,r,-,-,r,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,alpinus,alpinus,Potamogeton alpinus alpinus,-,-,-,-,-,-,-,-,-,-,-,f,r,-,s,r,?,?,?,?,?,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,alpinus,tenuifolius,Potamogeton alpinus tenuifolius,s,-,s,s,r,r,r,r,-,s,-,-,-,-,-,-,?,?,?,?,?,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,perfoliatus,perfoliatus,Potamogeton perfoliatus perfoliatus,-,-,-,-,-,-,-,-,-,-,r,r,b,-,s,s,r,r,-,-,r,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,perfoliatus,richardsonii,Potamogeton perfoliatus richardsonii,?,-,r,-,r,s,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,praelongus,"",Potamogeton praelongus ,r,-,-,-,r,r,r,r,-,-,r,s,r,-,r,r,r,r,-,-,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,lucens,"",Potamogeton lucens ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,b,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,robbinsii,"",Potamogeton robbinsii ,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,compressus,"",Potamogeton compressus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,zosteriformis,"",Potamogeton zosteriformis ,-,-,-,-,-,-,r,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,foliosus ,foliosus,Potamogeton foliosus  foliosus,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,friesii,"",Potamogeton friesii ,-,-,-,-,-,r,r,r,-,-,-,-,-,-,r,r,-,r,-,-,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,sibiricus,"",Potamogeton sibiricus ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,b,R,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,subsibiricus,"",Potamogeton subsibiricus ,r,-,r,r,r,r,r,b,-,-,-,-,-,-,r,r,-,s,-,-,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,groenlandicus,"",Potamogeton groenlandicus ,-,-,-,-,-,-,-,-,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,pusillus,"",Potamogeton pusillus ,-,-,-,-,-,-,b,?,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,b,R,1,"",1,"","","","","","","",""
Angiospermae,Potamogetonaceae,Potamogeton,berchtoldii,"",Potamogeton berchtoldii ,r,-,r,s,r,r,r,?,-,-,-,r,r,-,r,r,-,-,-,-,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Stuckenia,"","",Stuckenia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2402,"",""
Angiospermae,Potamogetonaceae,Stuckenia,filiformis,filiformis,Stuckenia filiformis filiformis,-,-,-,-,-,-,-,-,-,-,-,f,s,-,r,-,-,r,r,-,-,-,-,-,-,S,F,1,"","","","","","","","",6,""
Angiospermae,Potamogetonaceae,Stuckenia,filiformis,borealis,Stuckenia filiformis borealis,r,-,-,r,r,r,s,s,-,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Stuckenia,filiformis,occidentalis,Stuckenia filiformis occidentalis,-,-,-,-,r,r,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Stuckenia,pectinata,"",Stuckenia pectinata ,-,-,r,-,?,?,?,?,-,-,-,-,-,-,s,-,-,-,-,-,r,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Stuckenia,vaginata,"",Stuckenia vaginata ,-,-,-,?,r,s,r,r,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Stuckenia,subretusa,"",Stuckenia subretusa ,r,-,r,-,-,-,-,-,-,-,-,-,-,-,r,-,-,r,-,-,r,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Potamogetonaceae,Zannichellia,"","",Zannichellia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2403,"",""
Angiospermae,Potamogetonaceae,Zannichellia,palustris,"",Zannichellia palustris ,-,-,-,-,r,-,-,r,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Melanthiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
Angiospermae,Melanthiaceae,Anticlea,"","",Anticlea  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2501,"",""
Angiospermae,Melanthiaceae,Anticlea,elegans,"",Anticlea elegans ,-,-,-,-,s,f,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",2,""
Angiospermae,Melanthiaceae,Anticlea,sibirica,"",Anticlea sibirica ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,r,s,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Melanthiaceae,Veratrum,"","",Veratrum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2502,"",""
Angiospermae,Melanthiaceae,Veratrum,lobelianum var. misae,"",Veratrum lobelianum var. misae ,r,-,s,r,-,-,-,-,-,-,-,-,f,-,f,s,s,r,r,r,r,-,-,-,R,F,F,1,"","","","","","","","",3,""
Angiospermae,Melanthiaceae,Veratrum,oxysepalum,"",Veratrum oxysepalum ,s,-,-,r,r,b,-,-,-,-,-,-,-,-,-,-,-,-,-,f,r,-,-,-,-,S,S,1,"","","","","","","","","",""
Angiospermae,Melanthiaceae,Veratrum,viride,eschscholtzii,Veratrum viride eschscholtzii,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","","",""
Angiospermae,Melanthiaceae,Paris,"","",Paris  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2503,"",""
Angiospermae,Melanthiaceae,Paris,quadrifolia,"",Paris quadrifolia ,-,-,-,-,-,-,-,-,-,-,-,b,b,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Liliaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
Angiospermae,Liliaceae,Gagea,"","",Gagea  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2601,"",""
Angiospermae,Liliaceae,Gagea,fragifera,"",Gagea fragifera ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Liliaceae,Lloydia,"","",Lloydia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2602,"",""
Angiospermae,Liliaceae,Lloydia,serotina,"",Lloydia serotina ,f,f,f,f,f,f,-,-,-,-,-,-,-,-,-,s,f,f,f,f,f,-,-,S,F,F,F,1,"","","","","","","","",1,""
Angiospermae,Liliaceae,Fritillaria,"","",Fritillaria  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2603,"",""
Angiospermae,Liliaceae,Fritillaria,camschatcensis,"",Fritillaria camschatcensis ,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Liliaceae,Streptopus,"","",Streptopus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2604,"",""
Angiospermae,Liliaceae,Streptopus,amplexifolius,americanus,Streptopus amplexifolius americanus,-,-,-,-,r,-,-,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",2,""
Angiospermae,Liliaceae,Streptopus,lanceolatus,"",Streptopus lanceolatus ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29
Angiospermae,Orchidaceae,Cypripedium,"","",Cypripedium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2701,"",""
Angiospermae,Orchidaceae,Cypripedium,guttatum,"",Cypripedium guttatum ,-,-,-,-,-,b,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",3,""
Angiospermae,Orchidaceae,Cypripedium,parviflorum var. makasin,"",Cypripedium parviflorum var. makasin ,-,-,-,-,-,r,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Cypripedium,passerinum,"",Cypripedium passerinum ,-,-,-,-,r,r,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Calypso,"","",Calypso  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2702,"",""
Angiospermae,Orchidaceae,Calypso,bulbosa var. americana,"",Calypso bulbosa var. americana ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Corallorhiza,"","",Corallorhiza  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2703,"",""
Angiospermae,Orchidaceae,Corallorhiza,trifida,"",Corallorhiza trifida ,s,-,s,-,r,s,s,s,-,f,r,f,s,-,s,r,s,s,r,s,r,-,-,-,-,S,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Listera,"","",Listera  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2704,"",""
Angiospermae,Orchidaceae,Listera,borealis,"",Listera borealis ,-,-,-,-,r,r,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",4,""
Angiospermae,Orchidaceae,Listera,cordata var. cordata,"",Listera cordata var. cordata ,-,-,-,-,-,-,-,r,-,s,r,f,s,-,r,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Listera,cordata var. nephrophylla,"",Listera cordata var. nephrophylla ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Listera,ovata,"",Listera ovata ,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Epipactis,"","",Epipactis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2705,"",""
Angiospermae,Orchidaceae,Epipactis,atrorubens,"",Epipactis atrorubens ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Spiranthes,"","",Spiranthes  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2706,"",""
Angiospermae,Orchidaceae,Spiranthes,romanzoffiana,"",Spiranthes romanzoffiana ,-,-,-,-,b,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Goodyera,"","",Goodyera  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2707,"",""
Angiospermae,Orchidaceae,Goodyera,repens,"",Goodyera repens ,-,-,-,-,-,?,?,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Orchidaceae,Chamorchis,"","",Chamorchis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2708,"",""
Angiospermae,Orchidaceae,Chamorchis,alpina,"",Chamorchis alpina ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Pseudorchis,"","",Pseudorchis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2709,"",""
Angiospermae,Orchidaceae,Pseudorchis,albida,"",Pseudorchis albida ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",2,""
Angiospermae,Orchidaceae,Pseudorchis,straminea,"",Pseudorchis straminea ,-,-,-,-,-,-,-,r,-,s,s,f,s,-,-,-,-,-,-,-,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Limnorchis,"","",Limnorchis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2710,"",""
Angiospermae,Orchidaceae,Limnorchis,dilatata,"",Limnorchis dilatata ,-,-,-,-,-,?,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",4,""
Angiospermae,Orchidaceae,Limnorchis,hyperborea,"",Limnorchis hyperborea ,-,-,-,-,-,-,-,-,-,s,s,f,-,-,-,-,-,-,-,-,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Limnorchis,aquilonis,"",Limnorchis aquilonis ,-,-,-,-,r,r,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Limnorchis,huronensis,"",Limnorchis huronensis ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Lysiella,"","",Lysiella  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2711,"",""
Angiospermae,Orchidaceae,Lysiella,obtusata,"",Lysiella obtusata ,-,-,-,-,s,s,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",2,""
Angiospermae,Orchidaceae,Lysiella,oligantha,"",Lysiella oligantha ,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Gymnadenia,"","",Gymnadenia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2712,"",""
Angiospermae,Orchidaceae,Gymnadenia,conopsea,"",Gymnadenia conopsea ,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Amerorchis,"","",Amerorchis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2713,"",""
Angiospermae,Orchidaceae,Amerorchis,rotundifolia,"",Amerorchis rotundifolia ,-,-,-,-,r,r,r,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Coeloglossum,"","",Coeloglossum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2714,"",""
Angiospermae,Orchidaceae,Coeloglossum,viride,"",Coeloglossum viride ,r,-,s,r,s,b,-,r,-,-,-,f,s,-,s,s,r,r,r,f,-,-,-,-,R,F,F,1,"","","","","","","","",1,""
Angiospermae,Orchidaceae,Dactylorhiza,"","",Dactylorhiza  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2715,"",""
Angiospermae,Orchidaceae,Dactylorhiza,fuchsii,"",Dactylorhiza fuchsii ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",5,""
Angiospermae,Orchidaceae,Dactylorhiza,maculata,"",Dactylorhiza maculata ,-,-,-,-,-,-,-,-,-,-,-,f,s,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Dactylorhiza,incarnata,"",Dactylorhiza incarnata ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Dactylorhiza,lapponica,"",Dactylorhiza lapponica ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Orchidaceae,Dactylorhiza,aristata,"",Dactylorhiza aristata ,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Iridaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
Angiospermae,Iridaceae,Iris,"","",Iris  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2801,"",""
Angiospermae,Iridaceae,I.,"","",I.  ,r,-,f,r,f,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,R,F,F,1,"","","","","","","","",1,""
Angiospermae,Iridaceae,Sisyrinchium,"","",Sisyrinchium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2802,"",""
Angiospermae,Iridaceae,Sisyrinchium,mucronatum,"",Sisyrinchium mucronatum ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",3,""
Angiospermae,Iridaceae,Sisyrinchium,groenlandicum,"",Sisyrinchium groenlandicum ,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,1,1,"","","","","","","","",""
Angiospermae,Iridaceae,Sisyrinchium,montanum,"",Sisyrinchium montanum ,-,-,-,-,-,-,-,r,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,*,-,R,S,1,"","","",1,"","","","","",""
Angiospermae,Alliaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
